title,author,date,subjects,geographic_names
"Gowrie Castle, Perth, south view.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Mansions -- Barracks -- Rear -- Views (visual works) -- South,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Loch Tay Priory, south-west view, 1789.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Lakes -- Priories -- Ruins -- Islands,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Cross Church, Peebles, S.W. view.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Churches (buildings) -- Antiquities (object genre) -- Scottish -- Views (visual works) -- West,"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
"Church of the Carmelite Friars at Queensferry, N.W View. 28 Aug 1816.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Views (visual works) -- Churches (buildings) -- Ruins -- Naves,"Europe, United Kingdom, Scotland, West Lothian (unitary authority)"
"Monastery of the Holy Cross, Peebles, W. View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Monasteries -- Ruins -- Views (visual works) -- West -- Churches (buildings),"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
"Col. Ch. St Andrews, Peebles - East View 1802 & a distant view of Neidpath Castle.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Views (visual works),"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
"Borthwick Castle, Lothian.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ruins -- Castles (fortifications),"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Monument said to be of Sir William Sinclair in the Col-Church of Roslin, 24th Oct 1800.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Monuments -- Founders (originators) -- Chapels (rooms or structures) -- Knights -- Armor (protective wear) -- Coats of arms,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Castle Comrie, near Cushville, Perthshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Keeps -- Tower houses (defensive structures) -- Ruins,"Europe, United Kingdom, Scotland, Perth and Kinross, Lyon, Glen (valley) Lyon, Glen (valley) -- Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Craig Miller, Lothian, 1781.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Ruins,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Col. church Crichton from the North West, with Crichton Castle, Oct. 13, 1789.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Ruins,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
Doune Castle from wood side of Doune.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Views (visual works) -- Hunting lodges,"Europe, United Kingdom, Scotland, Stirling, Doune Castle (ruins) -- Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Elcho Castle near Perth.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Grose, Francis, 1731?-1791",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Tower houses (defensive structures),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Tay (river)"
"Collegiate Church of Foulis, S.W. view.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Views (visual works) -- Southwest,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Garth Castle near Cushville, Perthshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Tower houses (defensive structures) -- Ruins,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Gowrie House, Perth, looking north.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Views (visual works) -- North -- Barracks -- Gun carriages -- Artillery,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Part of Gowrie Castle, Perth, from the entrance looking south.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Mansions -- Barracks -- Views (visual works) -- Entrances -- South,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Abbey of Inchaffray, 10 miles nearly west from Perth.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ruins -- Abbeys -- Gables (architectural elements) -- Semicircular arches -- Vaults (structural elements),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Interior detail in St Magnus’ Cathedral, Kirkwall, Orkney.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Interior views,"Europe, United Kingdom, Scotland, Orkney, Mainland island, Saint Magnus Cathedral (cathedral) -- Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"Leith from the Fort, with North Berwick Law and the Bass.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Forts -- Villages -- Harbors -- Rock -- Hills,"Europe, United Kingdom, Scotland, Firth of Forth (bay) -- Europe, United Kingdom, Scotland, East Lothian, North Berwick Law (hill) -- Europe, United Kingdom, Scotland, Midlothian (unitary authority) -- Europe, United Kingdom, Scotland, East Lothian, Bass Rock (rock) -- Europe, United Kingdom, Scotland, Edinburgh, Leith (inhabited place)"
"Priory of the Isle of Loch Tay, looking west, Oct. 7, 1820.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Islands -- Lakes -- Priories -- Ruins -- Figures (representations),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Cowgate.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Streets -- Capital cities,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Four flat stones standing on an arc of a circle, near the Lake of Stenhouse, in Pomona, one of the Orkney islands.","Columbine, Edward Henry, 1762-1811 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Menhirs -- Drawings (visual works) -- Copies (derivative objects),"Europe, United Kingdom, Scotland, Orkney (unitary authority)"
Peebles from the North.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Towns -- Views (visual works) -- Skylines,"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (inhabited place) -- Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
Part of the Barracks at Perth 1783.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Barracks -- Dormers -- Sentry boxes -- Figures (representations),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Behind the Barracks at Perth 1783, looking West.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Barracks -- Views (visual works) -- Rear -- West -- Soldiers -- Military uniforms -- Coatracks,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Pillars from St Magnus’ Cathedral, Kirkwall, Orkney.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Pillars,"Europe, United Kingdom, Scotland, Orkney, Mainland island, Saint Magnus Cathedral (cathedral) -- Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"Sciennes near Edinburgh, S.W. View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Convents -- Villages,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Scone, 1783.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Palaces,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Perth and Kinross, Scone Palace (estate)"
"Ruins of St Anthony's Chapel near Edinburgh, from the Duke's Walk.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Chapels (rooms or structures) -- Ruins -- Parks (recreation areas),"Europe, United Kingdom, Scotland, Edinburgh, Edinburgh (inhabited place) -- Europe, United Kingdom, Scotland, Midlothian (unitary authority) -- Europe, United Kingdom, Scotland, Edinburgh, Arthur's Seat (hill)"
West end of the Col. Church of Roslin 27th Sept 1802.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Collegiate churches,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Stones of Stenness, near Kirkwall, Orkney.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Menhirs,"Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"Druidical Stones, Stenhouse, Orkney.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Menhirs -- Neolithic,"Europe, United Kingdom, Scotland, Orkney (unitary authority)"
Chapel of St Regulus at Cromarty - Sept. 30th 1815 - S.W. View.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Chapels (rooms or structures) -- Ruins -- Notes -- Description,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Chapter House of the Cathedral of Fortrose, looking west.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Highland, Fortrose (inhabited place) -- Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
East View of the palace at Linlithgow 1784.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Palaces -- Ruins -- Entrances -- Arches -- Stone (rock) -- Carvings (visual works),"Europe, United Kingdom, Scotland, West Lothian (unitary authority)"
"Priory of the Isle of Loch Tay, from the east, Oct. 7th, 1820.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Priories -- Forts -- Ruins -- Islands -- Lakes,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Perth and Kinross, Tay, Loch (lake)"
"East window of Dunblane Cathedral, Stirlingshire.","Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Windows -- East -- Details (components) -- Elevations (orthographic projections) -- Cathedrals,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Large flat stones standing in a circle, near the Lake of Senhouse, in Pomona, one of the Orkney islands.","Columbine, Edward Henry, 1762-1811 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Menhirs -- Drawings (visual works) -- Copies (derivative objects),"Europe, United Kingdom, Scotland, Orkney (unitary authority)"
Lord Ferquhard's Grave Stone at Fearn.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Interior of the Collegiate Church of Tain in Ross-shire, looking East.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Interior views -- Antiquities (object genre) -- Scottish -- Pulpits -- Galleries (upper level spaces),"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Interior of the Cathedral at Kirkwall, Orkney.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Interior views -- Cathedrals,"Europe, United Kingdom, Scotland, Orkney, Mainland island, Saint Magnus Cathedral (cathedral) -- Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"Monks' Tower, Gowrie Castle, Perth.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Mansions -- Barracks -- Towers (single built works) -- Gardens -- Southeast -- Gunpowder -- Magazines (military buildings),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
North side of St Duthac's Collegiate Church at Tain in Ross-shire.,"Shand, James -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Views (visual works) -- North,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Loch Tay Priory, north view, July 16, 1789.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Islands -- Lakes -- Ruins -- Boats,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Perth and Kinross, Tay, Loch (lake)"
"N. West view of the Cathedral of Kirkwall, Orkney.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Views (visual works) -- Towers (building divisions),"Europe, United Kingdom, Scotland, Orkney, Mainland island, Saint Magnus Cathedral (cathedral) -- Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"North-east view of Torphichen Preceptory, West Lothian.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Knights of St. John of Jerusalem in Scotland",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Views (visual works) -- Northeast -- Corporate headquarters,"Europe, United Kingdom, Scotland, West Lothian (unitary authority)"
"Fala Tower on Caik Moor, 1781.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Keeps -- Ruins -- Bogs,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Soutra Hospital, Mid-Lothian, 1784.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ruins -- Almshouses,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
"Perth from the North, 1783.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Smeaton, John, 1724-1792",2005,Antiquities (object genre) -- Scottish -- Arch bridges -- Views (visual works) -- South -- Rivers -- Cities,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Tay (river)"
"Ruins of Sciennes Convent, Edinburgh.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ruins -- Convents,"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
South door of the Cross Church at Peebles.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Views (visual works) -- Churches (buildings) -- Doors -- South,"Europe, United Kingdom, Scotland, Scottish Borders, Peebles (general region)"
Elevation of the front or south side divested of some recent defacements & erections.,"Shand, James -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Arches -- Windows -- Elevations (orthographic projections) -- Measurements (dimensions),"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"South-east view of St Magnus’ Cathedral, Kirkwall, Orkney.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Exterior views -- Palaces -- Ruins,"Europe, United Kingdom, Scotland, Orkney, Mainland island, Saint Magnus Cathedral (cathedral) -- Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"South-east view of St Magnus’s Cathedral, Kirkwall, Orkney.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Drawings (visual works) -- Views (visual works),"Europe, United Kingdom, Scotland, Orkney, Mainland island, Saint Magnus Cathedral (cathedral) -- Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"Inchaffray Abbey, Perthshire. S.W. aspect, 1788.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Tron Church Edinborough Oct.6. 1788.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Builders -- Construction (assembling),"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
West end of the Cathedral Church of Ross.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Interior views -- Gothic (medieval) -- Windows -- Arches -- Facades -- West,"Europe, United Kingdom, Scotland, Highland, Fortrose (inhabited place) -- Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Collegiate Church and Castle of Tullibardine, south aspect, 1789.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Ruins -- Chapels (rooms or structures) -- Doorways -- Towers (building divisions) -- Medieval (European),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Elevations of the Old Church of Tain.,"Shand, James -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Elevations (orthographic projections) -- End (positional attribute) -- East -- West -- Facades -- Doors,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
Plan of the Abbey Church of Fearn.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Shand, James",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
"Ground-plan of the Parish Church of Tain, and buildings therewith connected.","Shand, James -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Ground plans -- Measurements (dimensions) -- Chapels (rooms or structures) -- Notes -- Cross-references -- Pulpits,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
Transverse section of the three pillars ... in the Priory of Inchmahome.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cross sections -- Pillars -- Arches -- Priories,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Elevations of St Magnus’ Cathedral, Kirkwall, Orkney.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Elevations (orthographic projections),"Europe, United Kingdom, Scotland, Orkney, Mainland island, Saint Magnus Cathedral (cathedral) -- Europe, United Kingdom, Scotland, Orkney (unitary authority)"
"Elevations of the Carmelite Church, South Queensferry.","Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Elevations (orthographic projections) -- Perspective views -- Churches (buildings) -- Carmelite,"Europe, United Kingdom, Scotland, West Lothian (unitary authority)"
Plan of Edinburgh and Leith with the roads adjacent.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Bonnar, Thomas, cartographer -- Craig, J. (John), engraver in Edinburgh",2005,Antiquities (object genre) -- Scottish -- Engravings (prints) -- Capital cities,"Europe, United Kingdom, Scotland, Edinburgh, Edinburgh (inhabited place) -- Europe, United Kingdom, Scotland, Midlothian (unitary authority) -- Europe, United Kingdom, Scotland, Edinburgh, Portobello (inhabited place) -- Europe, United Kingdom, Scotland, Edinburgh, Leith (inhabited place)"
Gowry House (south view).,"Storer, James, 1771-1853 -- Storer, Henry Sargant, 1795-1837 -- Sherwood & Co -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Views (visual works) -- South -- Men (male humans) -- Shovels -- Wheelbarrows -- Costume (mode of fashion) -- Barracks -- Engravings (prints),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Perth and Kinross, Perth (inhabited place)"
"Gowry House, Perthshire (looking east).","Storer, James, 1771-1853 -- Sherwood & Co -- Storer, Henry Sargant, 1795-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Barracks -- Views (visual works) -- East -- Artillery -- Gun carriages -- Military uniforms,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Perth and Kinross, Perth (inhabited place)"
South east prospect of the town of Perth taken from Wood End.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Murray, Charlotte, Lady, 1754-1808 -- Robertson, Alexander",2005,Antiquities (object genre) -- Scottish -- Views (visual works) -- Cities -- Southeast -- Coats of arms,"Europe, United Kingdom, Scotland, Perth and Kinross, Perth (inhabited place) -- Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Tay (river)"
Ground plan of the Parish Church of Fearn.,"Shand, James -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
Ground plan of the Priory of Inchmahome in Perthshire.,"Stirling, William MacGregor -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ground plans -- Priories -- Notes -- Measurements (dimensions) -- Location -- Tombs -- Windows -- Arches -- Rooms,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
"Fortrose, 1815.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Interior views,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
Sketch of the Cathedral of Dunblane and Episcopal Palace across the River Allan.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Cathedrals -- Palaces -- Antiquities (object genre) -- Bishops (prelates) -- Rivers -- Scottish -- Views (visual works) -- Southeast -- Episcopal,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Cross about 3 miles from Perth in the road to Hunting Tower.,"Grose, Francis, 1731?-1791 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Wayside crosses -- Roads,"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority) -- Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
Mont. of Loch Tay.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Notes -- Ruins -- Monasteries -- Priories -- Islands -- Lakes -- Legends (folk tales),"Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)"
[NLSBLANK].,"MacQueen, John, artist in Fortrose -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Notes -- Lists (document genres) -- Cross-references,"Europe, United Kingdom, Scotland, Ross and Cromarty (general region)"
Present and old Church of Crichton.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Ground plans -- Keys (texts),"Europe, United Kingdom, Scotland, Midlothian (unitary authority)"
Kilwinning Abbey Tower.,"Stirling, William MacGregor -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Towers (building divisions) -- Handwriting -- Marginalia (annotations) -- Notes -- Antiquities (object genre) -- Abbeys -- Scottish,"Europe, United Kingdom, Scotland, North Ayrshire, Kilwinning (inhabited place) -- Europe, United Kingdom, Scotland, South Ayrshire, Ayr (general region)"
Old Church at Banff.,"Cordiner, James, 1786-1849 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Copies (derivative objects) -- Churches (buildings),"Europe, United Kingdom, Scotland, Aberdeenshire, Banff (inhabited place) -- Europe, United Kingdom, Scotland, Aberdeenshire, Banff (general region)"
Priory of the Isle of Oronsay from Pennant's Tour.,"Pennant, Thomas, 1726-1798 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Oronsay (island) -- Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
Inscription at the West end of the Col. Ch. Of Seton - 29 Sept 1802.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Notes -- Prayers (documents) -- Antiquities (object genre) -- Scottish -- Inscriptions,"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
"Bell from Holywood Abbey, Dumfriesshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Bells (idiophones) -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (inhabited place) -- Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
Dunbar Church.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Interiors -- Keys (texts) -- Scales (rules) -- Measurements (dimensions),"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
"Dunglass Collegiate Church, Lothian.","Gilleson, John -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Description,"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
Elgin Cathedral.,"Duff, Patrick, of Elgin -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Tables (documents) -- Measurements (dimensions),"Europe, United Kingdom, Scotland, Moray (unitary authority)"
"Ground plan of the Abbey of Deer, as near as can be traced.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Allan, Mr., draftsman",2005,Antiquities (object genre) -- Scottish -- Ground plans -- Abbeys -- Ruins -- Keys (texts) -- Cistercian,"Europe, United Kingdom, Scotland, Aberdeen (unitary authority)"
